user,location,tweet
MFJunkyardDog,"Knoxville, TN",@CoachB_Bennett Man…. 😂. Literally just Bc politics. Like nobody cares haha he’s a 5star combo guard get over it
lasvegastax1,"Las Vegas, NV",Replying @JohnFetterman @giselefetterman Tip O’ Neill believed All politics is local. https://t.co/HM4NNOaTdD
VentnerKendo,"Philadelphia, PA ","Well, at least the militias don't have planes. . . do they? 

https://t.co/r3R8x7n2nF"
mcharltonmd,"Chicago, IL","Chief Justice John Roberts warns Supreme Court over Texas abortion law. If the Chief Justice is concerned about how the conservative court will vote and what it means for the legitimacy of the SCOTUS, we should be too. And ready to act! https://t.co/a8scu1E9Wj"
JoshuaBHoe,"Michigan, USA","When I disagree with the Democrats, I say so...quite publicly 

I don't believe in political saviors and I certainly don't believe parties will save anyone

I look at politics as an exercise in harm reduction"
mandyzimmer,"Villa Hills, KY",I don’t care about politics this man deserves our prayers and respect!!!! He’s doing so much and he’s such a good heart! I hope we all can support him https://t.co/JRpNWAWOti
DispatchAlerts,"Columbus, Ohio USA","Small group of GOP lawmakers, mapmakers controlled congressional line-drawing, depositions show https://t.co/OlmVmwFQSO"
pstAsiatech,"Washington, DC","US seeks closer ties with ‘key player’ Indonesia as Blinken set to make Indo-Pacific speech 

Washington is seeking to counter Beijing in Southeast Asia through stronger economic engagement https://t.co/npTryAGpqA"
3FourthsGeek,Minnesota,"@Keith_mnarch @CheyCab I'm sorry the current economic situation has had such a negative impact on your livelihood. But, that does not give you the right to label people you know nothing about. You don't know what I've been through, my politics, or whether I'm thankful for any blessings I may have."
Foxchat_App,Atlanta  Georgia,Joe Manchin: Not ‘Fair‘ for Build Back Better Act to Rely on Budget Gimmicks https://t.co/zXzs4ZtqEO via @BreitbartNews
yaumateilvr,United States,"Need more girl friends to chat with. I dig cooking, ‘60s-‘70s culture, Christianity, and politics. Anyone want to DM?"
FinancialReview,Australia,"OPINION: The nomination of Gina Cass-Gottlieb to head the competition watchdog and succeed economist Rod Sims sends three important signals to business, writes John Kehoe. https://t.co/OSIDxi5V3W"
carynmiller2,toronto canada,Here’s how rare that massive tornado in Kentucky actually was https://t.co/yrXu4IKRU4
jenni_forestier,"Caledon, Ontario",@KimTrudeauCraig Absolutely agree. Provincial politics continues to hinder us achieving and responding effectively to a global emergency.  We should have had a national pandemic response had our current federal government learned and implemented lessons from SARS.
bradwyman,Los Angeles,via @NYTimes REALLY recommend contempt! Try treason!! ⁦@donwinslow⁩  https://t.co/ojN48vuXl2
LawrenceBromden,"Chicago, IL","@keiajah444 “[O]n Dec. 1, 1965, the law school faculty found that Biden had, ‘without quotation or citation,’ lifted [5] pages…and used them in his 15-page paper…[and] recommended that he receive an ‘F’ for the course and be allowed to repeat it the following year.”
https://t.co/6hvvLc6llZ"
Cee073,"Michigan, USA","Take it upon ourselves to show this ignorant piece of flesh something.

She has no business in politics. https://t.co/QdozyQSzrF"
yhjones,North Carolina,Trump repeats call for GOP to oust Mitch McConnell as punishment for working with Democrats to stop the US defaulting on its debt https://t.co/WU8yZZdKjG
Trump45Group,"West Palm Beach, FL","Isn’t it ironic that @RepLizCheney is supporting the same people, Radical Left Democrats, that did everything possible to destroy her father when he was Vice President, and after? #trump #donaldtrump #republican #conservative #trump2024 #MAGA #KAG #usa #politics"
DragoCordis,"Louisville, KY",@sankarstanford Lmao thats categorically wrong. Biden isn't killing reporters (russia) and Biden isn't committing genocide (china). Tell me you don't understand politics without saying it lmao
MichaelKoch_1,"Naperville, IL","@TheRealHoarse @HerschelWalker  Politics aside, this kid is so damn unlikable. Kids are a reflection of their parents."
aiea_nana,"Dallas, TX",#GOP tyranny. When will the #USA open its eyes? #Insurrection #Trump traitor.  https://t.co/J15e53AAsy
JohnSheppardjc,Western Kentucky,"@joncoopertweets Not really. I realize relationships are to be treasured and while I absolutely don’t understand the political thinking of some, we don’t talk politics and get along fine."
melisacent_,"Phx, AZ","@kevincandrum311 Yeaaah that’s a question for dms lmao, I’m not getting into those politics on here &amp; that’s how it all starts. I’m too sick for that."
wwwcreatespace,usa,Cheney reveals multiple Fox News hosts texted Meadows Jan. 6 https://t.co/JyR2nFd3yH Many Republicans in the House and Senate were all in on the J6 attack on the U.S. Capitol and they all need to be held accountable.
YaboyMo87,"Hayward, CA",People who constantly bitch about politics but never vote please stfu 🤬 y’all are annoying as hell
BigDogGrunt,California,"Progressive Army vet, congressional candidate stripped in anti-war burlesque show

https://t.co/9wbmJPqUpI
Being progressive is the same as Communism."
soma77,"Sparks, Nevada",Arizona students stage hunger strike to urge Sinema to support voting reform https://t.co/xVjV3E7RsG Arizona wants voting rights and for Republicans and Sinema to stop blocking our rights
taufiqueswiss,washington DC,"https://t.co/TbufgY7xny  Trump's ego &amp; personal vendetta undermines the country,state,&amp; national interests. Perdue will serve Trump's interests, NOT YOURS. #Georgia #Atlanta #America #American #USA #news #Elections2022 #ElectionIntegrity #elections #GOP @BrianKempUGA @BrianKempGA"
BryerMM,USA,January 6 panel unveils text messages to Meadows from Don Jr. and Fox hosts as contempt charge advances https://t.co/B1ZgzJBewX
Grav1,"Mansfield, TX","“Whatever legacy he thought he left in the House, this is his legacy now:"" Jan. 6 panel votes for criminal contempt charges against Trump chief of staff Mark Meadows, a former Republican congressman. #Jan6 #MarkMeadows #Trump #CapitolRiot   https://t.co/EN3NXUuwx4"
pcrritesgood,"New York, NY","@WilliamBradyCoS @mkraju Every night as a sort of shadow cabinet member.

https://t.co/cYTfXFcsWV"
Glaswegian17,"Arvada, CO",@jennalshaw @THEFLORIDAMAN18 See my original comment on the nature of Twitter. It’s full of stupidity and people that are easily dismissed as being dinosaurs. The string started about hockey and then turned to gender politics and commentary. Of course there are cretins in this space. That wasn’t the topic…
4suckfake,"Queens, NY","@edlee1441 @Amy59414433 @chipfranklin At this rate, it’s frightening how many ppl believe Trump was some unicorn of corruption in American politics. Anyone supporting this two party system is brainwashed by CNN or Fox News."
movingFWD1274,"Anywhere, USA",@thsuburbanmommy Yeah no...teacher needs to be let go. Politics do not belong in the classroom. Teachers do not have the right to discuss or ask students questions regarding private family health matters. This teacher is condoning discrimination &amp; antagonizing future bullying by students.
FellwockPerry,New York City,The Democratic Party has been subverted by the Gramsci/Marcuse/Ford Foundation current of Marxism (identity politics &amp; race conflict along with Leninist/Maoist/BLM violence). Republican Party has been subverted by the Troskyite/Neocon/AEI current of Marxism (permanent warfare)
DragoCordis,"Louisville, KY",@SrceEnterprise @VaushV Vaush is further left than Bernie Sanders but keep playing politics in your head.
SilverAngel627,"Atlanta, GA","@OldMoonEmperor Not only is it western adaptations of beloved anime, but when stuff like this happens, you can tell people are reviewing based on their own personal biases/politics, not on the material written."
Trump45Group,"West Palm Beach, FL","ICYMI: “Republicans just needlessly handed Democrats a blank check on the debt limit” #trump #donaldtrump #republican #conservative #trump2024 #MAGA #KAG #usa #politics 

@LeaderMcConnell has saved @TheDemocrats!"
TPBlue4,United States,"Republicans act like they’ve been doing something for this country—oh, like working. 

This is their debt. 
#GOPBetrayedAmerica 

https://t.co/2lgDAystCY"
8NEWS,"Richmond, Virginia",President Joe #Biden said the federal government is surging aid to #Kentucky and Illinois after a swarm of deadly tornadoes pummeled entire communities across the Midwest. https://t.co/7LmeBBSw1i #politics
Rogene,"Brooklyn, NY","via @NYTimes Ms. Ingraham sent her own plea. “Mark, the president needs to tell people in the Capitol to go home,” she wrote to Mr. Meadows, adding, “He is destroying his legacy.” https://t.co/JnmcWrcpJ9"
Chris_1791,"Philadelphia PA, USA","USA Today Columnist Calls Allowing Noncitizens to Vote ‘Smart Policy' ‘Rooted’ in ‘American Tradition, Ideals’ https://t.co/3w3MegquYZ via @BreitbartNews"
IAmLordMeatwad,"Florence, MA ","saw no way home with the old gang tonight

i liked it. but honestly when they guillotined mr. ditkovich I started reconsidering my politics as a leftist"
lime_crush,No Man's Land,"I’m trying to avoid tweeting about politics, but holy heck—watch all 9 minutes of this. The whole thing. https://t.co/Aeq62YAbRn"
KingAJ40,United States,"We all knew the day was coming when the Supreme Court would not uphold our Religious Freedoms or Constitutional Rights as Americans.  That day of #Wickedness is here!

Supreme Court rejects religious challenge to NY vaccine mandate

https://t.co/oOOjiVf0A4"
bob_calder,"Tallahassee, FL","Jan. 6 committee recommends Mark Meadows face contempt charge.
https://t.co/K6laZw0mkm"
CharlieKellyPh1,Southern Louisiana,via ⁦@nytimesarts⁩ you talk about overturning an election like it is illegal; it’s fucking not so 🛑 the stupid bullshit!!! https://t.co/9G7uBMy8BZ
est_1964,"The Biggest Little City, NV",CNN: Devastation Awaits Democrats in 2022 Midterms https://t.co/8djTbP0muk via @BreitbartNews
jeremytodd,"Los Angeles, CA","@kayohance @churchtrucks @Dan_Marchais You're joking, right? This article is from Feb, well before delta and other variants mutated their way into existence. 

The issue is politics, not the science."
LeafChronicle,"Clarksville, TN",How this Vanderbilt law professor and his students are helping Iraqis handle thousands of ISIS cases https://t.co/7YGd5OdtBn
ElizAyer,"Tacoma, WA",And longer treatment which highlights the undesirability of the consumer-citizen framing (while accepting it as an unfortunately reality): https://t.co/cil7S1ZYUR
KLBKNews,"Lubbock, Texas","A year later, many Americans remain unvaccinated and too many are dying.           https://t.co/A7vDR8wAFX"
the_brad_peters,"Pensacola, FL","This is gonna be a major legal battle. If a grand jury indicts him all Hells going to break loose.  

https://t.co/RDywzc2Vih"
SPECNews1BUF,"Buffalo, NY","According to the Rockefeller Institute tracker, about 400 municipalities in New York state have opted to block marijuana dispensaries and/or consumption sites as the Dec. 31 deadline to do so gets closer. https://t.co/cNCa2zjMeU"
SPECNews1ROC,"Rochester, NY","According to the Rockefeller Institute tracker, about 400 municipalities in New York state have opted to block marijuana dispensaries and/or consumption sites as the Dec. 31 deadline to do so gets closer. https://t.co/FIlrch8DnS"
AlishaTMorgan,"Atlanta, GA",It’s always a pleasure to join THE @AndrewGillum on his podcast to talk local and national politics. Check us out! https://t.co/7LXerumnA9
Tweekbot_en,South Park,"Craig: Okay, babe, what do you want to ride first?
Tweek: Ugh! What are we doing here, Craig?!
Craig: We're gonna get your mind off politics and have some fun. Now, what's your favorite ride?
Tweek:[grunts a few times] The Ferris wheel!!"
quietlionness,"Bedford Falls, NY","Unless his show was tanking before this… Entering politics doesn’t seem like it was a smart business move. His show loss two of the biggest tv markets in the country (NYC, Philly) plus Pittsburgh/Cleveland due to “equal air” rules. If he loses, I guess he’ll become a pundit? https://t.co/JVswHUkPLQ"
soma77,"Sparks, Nevada",Sen. Roger Marshall questions whether Biden won  2020 election in 'Meet the Press' interview https://t.co/XnDG0j9jGp Marshall is extreme greedy and anti-American so works to destroy our democracy to install a Russian style of government where Republicans rule &amp; oppress Americans
TimMurtaugh,"Alexandria, VA","Remember this phrasing the next time the court makes a ruling NPR doesn’t like.

This time, it’s just the “U.S. Supreme Court.”

When it goes against NPR’s politics, it’ll be the “conservative court” or some such. https://t.co/U5NPJO9bN5"
Trump45Group,"West Palm Beach, FL","ICYMI: “What’s hot? Trump books on eBay for $1,600” #trump #donaldtrump #republican #conservative #trump2024 #MAGA #KAG #usa #politics 

Read the full article by @SecretsBedard with the @DCExaminer here:
https://t.co/3FowEiODaD"
locaria55,New York,I May Not Agree with Most of Ms Cheney’s Politics…But She Has Earned My Respect👍🏼 #LockTrumpUpNow  #TrumpCoupAttempt 👇🏼 https://t.co/KXPNPnHUrg
Nintentrovert,"Harlan, KY","@lizardlogan1 Josh Thomas (TheBitBlock) can be pretty toxic, but I still watch his content. He has some pretty controversial opinions, both on games and just in general like politics. Some I agree with, others not so much."
danjan64,"Detroit, MI",@RonFilipkowski The leaders of her party. Hah! You mean the Keystone Kops of politics? 🤣🤣🤣
SNicoleU,"Tuscumbia, Alabama","@GovernorKayIvey It’s truly a shame that so many in politics don’t understand the Constitution. They treat it the same way they treat their bibles, they pick and choose what they agree with and go with that. It’s disgusting and extremely dangerous to society."
Djiggerz,Ohio,House January 6 committee members were dripping with disdain for Mark Meadows' new book https://t.co/qu3rF1yo6c
Legal_Politics,"Washington, DC",I don't have malpractice insurance right now. I might be on retainer though.
amymagsND,Seattle,"It is INSANE that—at best—a sitting president did not put out an armed insurrection, and at worse, coordinated the overthrow of the US gov’t. That the GOP is shielding him from consequences and the democrats can’t end him is RIP democracy in the US.  https://t.co/MIao6df82D"
LaFlorDeAmerica,"Orlando, FL",@joncoopertweets Me and my best friend don't discuss politics anymore. More important to me to keep my lifelong friendship.
caitbot_,"New York, NY","I may totally hate her politics, but @RepLizCheney is a real ass bitch.  #TrumpCoupAttempt"
Skicruiser58,"Utah, USA",@RpsAgainstTrump I never have - don’t agree with her but she is done with the BS politics of TFG
OrgullosoZ,United States,"@DirtyHard @SamSeder Debate me bro!! Debate me!! 

I agree with Jimmy Dore's politics some debate with someone i don't care about isn't gonna change my mind."
Trump45Group,"West Palm Beach, FL","ICYMI: “Poll: Trump leads 2024 Republican Primary by 58 Points” #trump #donaldtrump #republican #conservative #trump2024 #MAGA #KAG #usa #politics 

Wow! 

Read the full article by @HannahBleau_ with @BreitbartNews here:
https://t.co/nWxazzYa8c"
ButlandFreeman,Southern California,"@joncoopertweets I would hope I'm better at choosing friends than that...

For people that I play sports with...we know better than to discuss politics"
BlueMamaNC,"Maggie Valley, NC","@imma_back Seems like both should be honest and trustworthy, but… the ones who go into politics? Not so much."
JFrusci,"New York, NY","On Jan. 6 itself, Trump’s allies understood that he was the catalyst https://t.co/TP1hlpKjLm via @postpolitics"
HannahKennison1,United States,"No U.S. Troops Will Be Punished for Deadly Kabul Strike, Pentagon Chief Decides https://t.co/agHpOutVxE"
HurricaneMoney,"Florida, USA",@offshorecapt20 I don’t bring up politics and try to shut down discussion as tactfully as possible. Some people like to air their ignorance though.
bitemyapp,"Austin, TX","Once again, you can't calumniate a whole country as racist and then demand perfect civility when people call you out for being a shitbird. Less so if you misuse the BVM for your ill-conceived politics."
dragonfly1bc,TX,"@joncoopertweets Yes, but I'm still friends with some that do.  We just don't talk politics.  We never really talked about politics before tRump.  We have other interests."
SLOTribune,"San Luis Obispo, California","SLO County redistricting map increases Republican advantage, Tribune analysis shows
https://t.co/DXABamPPab"
shaunbernstein,"Oshawa, Ontario",@CarymaRules What position? It's inhumane. As lawyers we routinely divide the personal from the professional. Politics should be no different
Chameleon876,United States,China is now the wealthiest nation because America is too busy playing politics and skewing over its citizens. https://t.co/wlxd03xaQY
NYCGuy74,"Charlotte, NC",Stacey Abrams announces she's running for governor in Georgia - CNNPolitics https://t.co/RBmaRQP2kD
abc7JoshHaskell,"Los Angeles, CA","CA Gov. Gavin Newsom is pushing for an assault weapons ban modeled after the Texas abortion law, which allows private citizens to sue doctors or anyone who helps a woman get an abortion. But, gun owners say they will fight Newsom's proposal to the end: https://t.co/Xhszv12KfW"
postpolitics,"Washington, D.C.","On Jan. 6 itself, Trump’s allies understood that he was the catalyst https://t.co/gCZDZ9nWm8"
WarnkeKim,Calgary,"@deebizzo 6 years is a blink in politics, particularly  when those years include 3 elections and a pandemic. 
I'm not thrilled with the speed of things either, but political office is not a magic wand."
mikeklonsky,Chicago,Manchin isn’t really about ideology. He’s just straight up corrupt.  https://t.co/19RxfoV9iw
VoteOurVoice,"Washington, DC","Protests against COVID vaccine mandates and pandemic restrictions take place in Melbourne, Sydney, Gold Coast.https://t.co/Az7MSMjj6i, #wearedemocracy, #protest, #uspolitics, #democrat, #republican, #Politics, #MakePoliticiansAccountable, #PoliticalTransperancy,"
Jcole3John,Tampa Bay Florida,"Biden spending bill's proposed cuts to hospital funding draw scrutiny

https://t.co/SV5EwHuiLX"
OvertheTop844,"Baltimore, MD",@ChristianWVids Aww poor rich boy. Sorry bro not impressed with you &amp; silly apologies to politics. Yes easily can see a Son of a trumpster is clueless as Daddy. Try doing research on gas issue. Not just mimic what #GQP pushes. A quiet meeting tRump held in 2020 foretold this because of trump Con
HannahKennison1,United States,Supreme Court Allows Vaccine Mandate for New York Health Care Workers https://t.co/elDzvS9g0I
Netcrashr,"Orange, CA","@mayorNHL For your Alt-Rock taste: Oingo Boingo, Danny Elfman (new album is GREAT), Weezer, New Politics, 311, DEVO, Reignwolf, RHCP, EoDM, Cult, Nine Inch Nails, Ministry, Public Image Ltd, Sublime, Joy Division, etc. 
It's not really ""new"" except Danny Elfman, but it's music. ENJOY!"
TaIkMMA_,#America,"@IamJackscomple4 @VP Nope. Totally true. You see, that’s the issue with all of you lazy supporters. None of you do your own research. You just take the bait every time they throw a line out: https://t.co/wvUgIJcdF3"
evenbev,Minnesota,"@ImNotAHRHitter @hunterw They arrested Bannon on that Chinese millionaires yacht too.
https://t.co/YShVGmsFPe"
soma77,"Sparks, Nevada",Georgia Republican proposes eliminating ballot drop boxes ahead of 2022 elections https://t.co/yJXkistQyl Republicans are against voting rights and women's rights to control their bodies. Vote them out to save USA
John04832640,United States,@BNODesk @martinbckr You earned it … up to date honest information without any politics from either side… too bad most news doesn’t act this way ..
MissysDayOff,"Nebraska, USA","The case against Rep. Jeff Fortenberry “boils down to you cannot lie to a federal officer” #NE01 #Nebraska 

 https://t.co/6LCLtghBfH"
thebobbyb,"South Miami, FL","@pamica Let's hope his children aren't like Hershel Walker's son. These people call doctors &amp; nurses names. I am losing all compassion for these people who think they are so smart.

Yes, of course, I feel sorry for his kids losing their father. A damn little vaccine. To die over politics"
ronmortgageguy,Toronto,"@Randall_Bartlet @TheHerleBurly @Chris_arnade Too true 

This is a must listen to anyone interested in Canadian politics"
carynmiller2,toronto canada,House Jan. 6 committee votes to hold Meadows in contempt for defying subpoena https://t.co/N7BdMmL1Gu
thestaredmonton,"Edmonton, Alberta",Government open to amending paid sick leave bill it wants passed by week’s end https://t.co/FefijMpZ97
krggddn,United States,Democrats Lose Support Among Hispanic Voters Nationwide | https://t.co/FcHrXllJFh https://t.co/gFrNCbgPeY via @Newsmax
barrelrider684,"North Carolina, USA","House Jan. 6 committee votes to hold Meadows in contempt, details texts from Trump allies who wanted him to call off rioters

https://t.co/xMMpG3ct1y"
Badams820,"Alabama, USA",@Viktor_Renquist @Vickie627 @JGainsbourgh @annaeck73 @stopthepewpew @medwoman1 @rjocore989 @ahrehead @Krispi_Largo @AdorablePodcast @16po @robertoayalaxiv @SapienWoman @EmmaJClemmons @CodiceScriba @stevieanntas @PLPercussionist @MansplainingAb1 @TheCATheist @Newnameel @JaneKn0wsBest @RebelRae13 @Lilies09 @Tamzilla_52 @TXWomenRESIST @_Dream_Out_Loud @RAGINxCAJUN @Wanderinglord @ziggywilde @BettyBorsalino @Cary_wh @HERterus @timrchurch @TheLivingKira @GanniTonya @bitterclingerpa @Outafter_dark @PFR_Strength @rsrap4 @RobfromMO @1Quetzalcoatl1 @Cerulea78083156 @DenisRBara @questionbot1776 @moonpearl_amity @R_i_p_S_a_w @Last_Individual @AboveNun @NPWDBACKUP1 @Smartassicus Back in those days politics were the last thing I cared about. I know we were long haired and pot smoking motorcycle riding hippie types. Then there were the jocks with short hair and hence red necks.
